"","LakeID","Cladocera","Copepoda","Rotifera","Daphnia","Total_biomass"
"1",1,66.5219268926667,65.8955253216667,23.121276761,5.184727566,155.538728975333
"2",2,79.849708118,58.6798090006667,1.10479745066667,142.0149981,113.017745196667
"3",3,42.69306691,22.687508905,1.064834048,41.868185191,52.2143875596667
"4",4,36.1496280326667,75.97759819,6.775470556,10.0693721455,118.902696778667
"5",5,33.2792307836667,102.605999602333,1.20253564233333,29.296799484,137.087766028333
"6",6,19.6848446345,54.9750409,3.697312867,14.69833587,71.7955835233333
"7",7,14.20239637,27.1653386926667,3.238776735,24.07462928,39.8723796743333
"8",8,123.409950812,120.542173385667,17.161328968,97.3081930206667,261.113453165667
"9",9,20.890887216,23.112366007,3.031202098,37.08932571,32.3667042466667
"10",10,41.6437928226667,50.0409584686667,1.72544224066667,33.599052399,93.410193532
"11",11,4.3578594205,28.7038955873333,2.685267537,3.234639399,34.294402738
"12",12,110.879503088333,63.7386055766667,14.0067333996667,8.186526858,188.624842064667
"13",13,37.424784933,42.285801704,1.65751326933333,14.1058560745,81.3680999063333
"14",14,26.4854274733333,76.615863235,1.26676056733333,19.1771336196667,104.368051275667
"15",15,1.863102653,65.1421409556667,5.72148024633333,0,71.4846554196667
"16",16,4.22828812466667,16.0624665886667,0.685773892666667,5.113798387,20.976528606
"17",17,3.20110460733333,16.813598041,2.112958966,0,22.1276616143333
"18",18,7.93947042766667,9.07686449,1.10688900866667,10.054101101,18.1232239263333
"19",19,104.729603542,57.113884064,8.846459826,166.9871439,135.780079584667
"20",21,76.6713497393333,10.465985022,2.44545107433333,107.1310594525,89.5827858356667
"21",22,64.1408083293333,86.9625816103333,1.44769559633333,59.2756763526667,152.551085536
"22",24,18.392864728,67.0324215816667,1.094569461,15.132101989,86.5198557706667
"23",25,64.9210233743333,46.732419836,1.05962752966667,56.592637436,112.71307074
"24",28,2.268431321,3.064238651,2.61769018733333,1.953895512,5.15139061833333
"25",29,87.5503966356667,77.2269623063333,3.01894068466667,86.0170171506667,167.796299626667
"26",30,42.7381458623333,45.6553199333333,0.86304926,25.9232841613333,89.2565150556667
"27",31,33.8843337313333,58.5196859416667,2.10327055266667,29.7288475373333,94.5072902256667
"28",32,125.292542026,117.909049846,3.74686714,70.82587385,246.948459012
"29",33,179.019345703333,49.3938895963333,2.00455639166667,153.372954296667,230.417791691333
"30",35,38.584257535,123.305615782333,0.594456104333333,9.7089833015,162.484329421667
"31",36,150.127137342667,98.0892717493333,0.178700276666667,81.1878765133333,248.395109368667
"32",37,52.66868597,82.5716362576667,1.89371845266667,97.56155196,119.577812023667
"33",38,33.933328999,142.336654636,4.14107455666667,46.60489874,169.099948525333
"34",39,50.0938847383333,58.9938799736667,5.485779074,45.998878901,114.573543786
"35",40,40.6108809366667,63.1003053666667,2.920715359,13.433332906,106.631901662333
"36",41,64.7137983046667,86.685824883,4.01084643333333,30.862793066,155.410469621
"37",42,5.945986321,29.1596833806667,2.02805327,5.945986321,35.1517275313333
"38",43,56.799657811,17.655318023,3.42445375333333,56.799657811,58.946210317
"39",44,13.3966294723333,4.395930174,0.515616583666667,16.9759893685,18.30817623
"40",45,68.40959133,21.3722005713333,0.346890305666667,68.149954176,90.128682207
"41",46,7.635974381,8.768438704,14.2330360906667,15.15063626,28.092124382
"42",47,15.727854815,170.575790965667,1.59213496333333,12.35709515,182.653162472333
"43",48,36.673760294,95.3728453226667,2.86660271666667,87.37067524,134.913208333333
"44",50,87.0342539336667,50.7827522953333,1.908823701,71.6705781546667,139.72582993
"45",51,33.822350037,28.7472509873333,5.29217202233333,21.1177771745,56.5876563676667
"46",52,16.951321987,6.58237217633333,7.27067175766667,13.84468315,19.5034845963333
"47",53,40.4903045263333,34.5492829623333,2.27082481133333,21.7753796643333,77.3104123
"48",54,159.517071686333,48.4171867986667,0.848869544333333,131.476642247333,208.783128029333
"49",55,51.1515477063333,74.2747657583333,13.6362798313333,63.406932449,139.062593296
"50",56,110.951855145,142.862226244667,1.90707972533333,229.5640919,255.721161115
"51",57,32.986197423,97.6127677723333,0.246782938,41.88255897,130.763487154
"52",58,34.1759788123333,29.3154364276667,4.87964161466667,21.6886919216667,68.3710568546667
"53",59,168.778419744,37.2662274676667,7.70156234666667,168.229563405,157.486736310333
"54",60,18.7465532876667,163.770013297,4.18452467233333,9.2845723,186.701091257
"55",61,119.22784689,47.8286673156667,0.471674925,119.22784689,127.785573500667
"56",62,84.876469505,66.1378667733333,10.183086011,84.876469505,132.905265787667
"57",63,52.287453404,17.3162013206667,4.109442983,51.3155194675,56.283946573
"58",64,104.125517891333,20.9620822486667,2.36103855,60.6786514066667,127.44863869
"59",65,0.958009005,35.6403614896667,1.25995286933333,0.0831476355,37.858323364
"60",66,13.052892317,16.780998291,6.84998417833333,7.264222296,32.3329106806667
"61",67,328.026804736667,216.943292916333,33.9259441553333,136.968362905,578.896041808333
"62",68,80.054119938,24.168296238,0.358691900333333,79.1324079133333,104.581108076333
"63",69,80.4219345123333,57.4955152943333,6.167745382,4.160634712,144.085195188667
"64",70,14.107715695,3.79405043133333,1.80698562133333,2.344275997,10.303607951
"65",71,61.7101101706667,17.438784675,2.60155459766667,61.67665159,81.7504494433333
"66",72,24.770544717,5.05028442466667,0.782786385,24.770544717,22.3467672876667
"67",73,8.851045248,10.6945243453333,0.868599344,12.1680757745,20.4141689373333
"68",74,918.020749852667,162.882254478,0.162931143,891.494005236667,1081.06593547367
"69",75,123.315706854333,72.5901921733333,2.18280579433333,128.852874,198.088704822
"70",76,18.997420445,116.070546227667,4.333669192,9.879309428,133.069162383
"71",77,119.002531219,65.1136848736667,46.045745094,167.97109645,230.161961186667
"72",78,124.680819371,78.6710117863333,16.4366888013333,22.4584422945,219.788519958667
"73",79,25.9431629756667,32.850959244,2.28591687966667,17.0423261566667,61.0800390993333
"74",80,21.800592239,41.8576080193333,1.07597684366667,53.14536698,64.734177102
"75",81,108.379326181333,81.1549628233333,14.1669812416667,42.2628237366667,203.701270246333
"76",82,56.246694331,37.679654795,2.526665948,55.48631457,58.9552188533333
"77",83,8.855193352,4.598281903,1.81304427366667,7.7886707,12.3147884113333
"78",84,32.48402508,21.5191613353333,2.50994008166667,32.48402508,34.857109777
"79",85,0.9479760455,18.878257058,2.46679934166667,0,21.97704043
"80",86,58.734683235,186.884317200333,3.39958336633333,39.027700454,249.018583801667
"81",87,78.931720848,89.8050326006667,3.30609335166667,107.28070004,172.042846800333
"82",88,51.178714282,31.1393879666667,5.65622270133333,25.366009164,87.97432495
"83",89,27.256094308,3.66361994333333,2.751143452,40.0973243715,33.6708577033333
"84",90,13.2501345576667,50.9971805033333,1.61030695633333,3.179275025,65.8576220173333
"85",91,74.9748193626667,81.8821085166667,16.2271781753333,19.60953445,173.084106054667
"86",92,144.402026479333,88.8064261973333,1.488093843,111.670577516667,234.696546519667
"87",93,2.496009214,3.980366668,10.941862394,0,16.5862352046667
"88",94,123.833383015,110.812596765,36.8077033773333,55.355059565,271.453683157333
"89",95,100.919535773667,56.3650347056667,1.40901112866667,147.28554593,158.693581608
"90",96,72.6839785906667,53.844760354,3.567065686,62.6471226366667,130.095804630667
"91",97,95.1036467335,22.15155794,10.9880416503333,185.2191881,96.542030746
"92",98,4.961452864,17.229461232,0.543022528666667,4.806357361,22.7339366246667
"93",99,26.692189068,19.613866326,1.08084042833333,26.26006385,29.5921031103333
"94",101,15.5729169986667,103.263873975333,2.49320481733333,15.4486757466667,121.329995791333
"95",102,181.085780972333,127.685711091,1.01375222866667,247.140116785,309.785244292
"96",103,64.0294610213333,90.507542164,4.191535858,13.1230189483333,158.728539043333
"97",105,170.289363507333,376.290873962333,2.18927019266667,146.984441536667,548.769507662333
"98",107,82.882123796,346.146251960333,18.007170468,61.2030093,441.033156068333
"99",108,193.403118461333,826.31470082,23.491138444,60.6299134736667,1043.20895772533
"100",109,18.7691117123333,8.47914412333333,1.465301581,7.6389912135,28.7135574166667
"101",110,427.493128273667,74.359622743,0.427457914666667,364.711404333333,502.280208931333
"102",111,3.811210948,41.5920922783333,193.799870194,0,237.932769771
"103",112,119.973838763333,80.9726719496667,11.5220554016667,100.93703606,212.468566114667
"104",113,8.308706952,27.7487259806667,1.021971009,0,31.5402659736667
"105",114,225.31407402,91.533790624,13.6580348203333,73.8408701063333,330.505899464333
"106",115,54.234743725,18.1908265073333,9.81364293033333,0,46.082717346
"107",116,225.171492070333,235.053560599,0.894975851666667,185.86381702,461.120028521
"108",119,71.185807394,73.6625612956667,2.45361794366667,34.7221924966667,147.301986633333
"109",120,78.096447156,40.17212621,6.3031515175,43.5088630966667,122.470674377667
"110",121,81.381980519,57.1824150333333,6.06557129233333,42.16641159,144.629966844667
"111",122,98.496272077,43.861898569,0.449641657,98.496272077,142.807812303
"112",123,347.0776538785,120.684328011,2.900713815,279.6028327355,354.970144411667
"113",124,128.352497617667,199.296392819333,1.41430237566667,185.676528225,329.063192812667
"114",125,90.184854708,57.6065149013333,0.129472074,88.1609393133333,147.877684325333
"115",126,12.0606771936667,47.7012258523333,4.06746928733333,32.53084568,63.8293723333333
"116",127,52.705808847,18.2117102336667,1.199894709,52.17413806,36.9802078916667
"117",128,442.077509759,167.349595921667,7.14781346133333,417.2889715,616.574919142
"118",129,16.861118533,12.1855323653333,0.168392285333333,20.7211031955,29.2150431836667
"119",130,40.27117947,26.08941116,1.864160589,15.76601202,41.377298239
"120",131,242.929849718,187.881358766,5.56973597666667,117.519638444333,436.380944460667
"121",132,537.0301834705,22.972397524,0.906832197333333,529.4072749055,381.899352035
"122",205,34.4409741905,12.9545750403333,9.80723458566667,68.72146999,45.7224590863333
"123",245,52.166169783,41.607111359,25.186804462,27.131772085,118.960085604
"124",259,103.670482963667,40.2484676953333,2.889202926,53.0020585255,146.808153585
"125",300,37.1711125786667,28.736958222,5.79005533066667,51.870374305,71.6981261313333
"126",301,36.1756037443333,21.7121992466667,3.352009684,24.442718638,61.239812675
"127",304,32.1089057693333,24.4001968656667,5.73215589633333,30.6192387515,62.2412585313333
"128",257,0,1.028149134,4.78163380533333,0,5.46706656133333
